artist,track_name,mbid,danceability_prob,danceability_value,gender_prob,gender_value,genre_dortmund_prob,genre_dortmund_value,genre_electronic_prob,genre_electronic_value,genre_rosamerica_prob,genre_rosamerica_value,genre_tzanetakis_prob,genre_tzanetakis_value,ismir04_rhythm_prob,ismir04_rhythm_value,mood_acoustic_prob,mood_acoustic_value,mood_aggressive_prob,mood_aggressive_value,mood_electronic_prob,mood_electronic_value,mood_happy_prob,mood_happy_value,mood_party_prob,mood_party_value,mood_relaxed_prob,mood_relaxed_value,mood_sad_prob,mood_sad_value,moods_mirex_prob,moods_mirex_value,timbre_prob,timbre_value,tonal_atonal_prob,tonal_atonal_value,voice_instrumental_prob,voice_instrumental_value,gender_male,gender_female,mood_acoustic_acoustic,mood_acoustic_non_acoustic,mood_aggressive_aggressive,mood_aggressive_non_aggressive,mood_electronic_electronic,mood_electronic_non_electronic,mood_happy_happy,mood_happy_not_happy,mood_party_party,mood_party_not_party,mood_relaxed_relaxed,mood_relaxed_not_relaxed,mood_sad_sad,mood_sad_not_sad,timbre_bright,timbre_dark,tonal_atonal_tonal,tonal_atonal_atonal,voice_instrumental_voice,voice_instrumental_instrumental,danceability_danceable,danceability_not_danceable,genre_electronic,genre_ambient,genre_pop,genre_jaz,genre_house,genre_hip,genre_roc,genre_rhy,genre_trance,genre_dan,genre_folkcountry,genre_dnb,genre_raphiphop,genre_techno
Eminem,Superman,9f41ff31-d86e-4a8a-bf05-22e132f99d85,0.996263504028,danceable,0.782503783703,female,0.996805429459,electronic,0.698317885399,trance,0.499331861734,dan,0.302779436111,jaz,0.229203656316,ChaChaCha,0.948987185955,not_acoustic,0.904234528542,not_aggressive,0.83402132988,electronic,0.665005862713,not_happy,0.829106986523,party,0.836933135986,not_relaxed,0.721692621708,not_sad,0.500697135925,Cluster5,0.540315568447,bright,0.857409894466,atonal,0.513494968414,instrumental,0.0,0.782503783703,0.0,0,0.0,0,0.83402132988,0,0.0,0.665005862713,0.829106986523,0.0,0.0,0.836933135986,0.0,0.721692621708,0.540315568447,0.0,0.0,0.857409894466,0.0,0.513494968414,0.996263504028,0.0,0.39916370868336654,0.0,0.0,0.12124589118331672,0.0,0.0,0.0,0.0,0.2796364754223643,0.19995392471095239,0.0,0.0,0.0,0.0
Eminem,Stan,888d13a8-5bbb-44d8-b3c9-5c3812020110,0.795232176781,danceable,0.892760455608,female,0.538611769676,electronic,0.600305736065,ambient,0.446718007326,rhy,0.313974827528,jaz,0.266575962305,ChaChaCha,0.619383215904,acoustic,0.969770610332,not_aggressive,0.553483426571,not_electronic,0.744823694229,not_happy,0.556373119354,party,0.545622169971,relaxed,0.521011590958,not_sad,0.300342321396,Cluster2,0.680367767811,bright,0.526274859905,atonal,0.979455649853,voice,0.0,0.892760455608,0.619383215904,0,0.0,0,0.0,0,0.0,0.744823694229,0.556373119354,0.0,0.545622169971,0.0,0.0,0.521011590958,0.680367767811,0.0,0.0,0.526274859905,0.979455649853,0.0,0.795232176781,0.0,0.2835380278606479,0.31601519703086633,0.0,0.1652838062724254,0.0,0.0,0.0,0.23516296883606036,0.0,0.0,0.0,0.0,0.0,0.0
Coldplay,A Sky Full of Stars,c167bc99-1bb7-4586-b7df-36cc8c320568,0.952412009239,danceable,0.827706456184,female,0.95415699482,electronic,0.689815819263,ambient,0.34104642272,pop,0.302630752325,roc,0.448667764664,VienneseWaltz,0.548872828484,not_acoustic,0.994232475758,not_aggressive,0.804558336735,not_electronic,0.76692956686,not_happy,0.833470761776,not_party,0.856551587582,relaxed,0.559127032757,sad,0.345710039139,Cluster2,0.867390871048,bright,0.960466861725,tonal,0.549972236156,instrumental,0.0,0.827706456184,0.0,0,0.0,0,0.0,0,0.0,0.76692956686,0.0,0.833470761776,0.856551587582,0.0,0.559127032757,0.0,0.867390871048,0.0,0.960466861725,0.0,0.0,0.549972236156,0.952412009239,0.0,0.4170904637311685,0.3015390564733821,0.14908155720534816,0.0,0.0,0.0,0.13228892259010125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coldplay,Fix You,d8e34ddd-ca5a-4a25-8274-a2c88a50b702,0.862940073013,not_danceable,0.986034095287,male,0.988613903522,electronic,0.659454882145,ambient,0.478420168161,pop,0.313974827528,jaz,0.500551939011,VienneseWaltz,0.825396120548,not_acoustic,0.934084832668,not_aggressive,0.586005032063,not_electronic,0.661598920822,happy,0.661021053791,not_party,0.976927638054,relaxed,0.665478646755,not_sad,0.371464848518,Cluster3,0.692729175091,bright,0.678856909275,tonal,0.910321474075,voice,0.986034095287,0.0,0.0,0,0.0,0,0.0,0,0.661598920822,0.0,0.0,0.661021053791,0.976927638054,0.0,0.0,0.665478646755,0.692729175091,0.0,0.678856909275,0.0,0.910321474075,0.0,0.0,0.862940073013,0.40509263488134795,0.27021703300123784,0.19603657788978715,0.12865375422762695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beyoncé,Halo,082d9f77-769c-499c-b46b-43e406f2d916,0.952442705631,not_danceable,0.99847972393,female,0.529605388641,folkcountry,0.964564025402,ambient,0.576031923294,jaz,0.313974827528,jaz,0.484952718019,VienneseWaltz,0.993322372437,acoustic,0.995321393013,not_aggressive,0.985368907452,not_electronic,0.729715228081,happy,0.975148797035,not_party,0.856080114841,relaxed,0.614999711514,sad,0.390787482262,Cluster3,0.950327992439,bright,0.915056109428,tonal,0.922309339046,voice,0.0,0.99847972393,0.993322372437,0,0.0,0,0.0,0,0.729715228081,0.0,0.0,0.975148797035,0.856080114841,0.0,0.614999711514,0.0,0.950327992439,0.0,0.915056109428,0.0,0.922309339046,0.0,0.0,0.952442705631,0.0,0.4045691084478302,0.0,0.37329739468828016,0.0,0.0,0.0,0.0,0.0,0.0,0.2221334968638897,0.0,0.0,0.0
Beyoncé,All Night,500a24ed-bc95-4079-9b57-0b1258b09f0b,0.657477319241,danceable,0.998259365559,female,0.998462796211,electronic,0.559851527214,ambient,0.635756790638,rhy,0.313974827528,jaz,0.813264429569,VienneseWaltz,0.587289452553,acoustic,0.994910299778,not_aggressive,0.621278643608,electronic,0.562500596046,happy,0.757281899452,not_party,0.559693396091,not_relaxed,0.565866291523,not_sad,0.326236635447,Cluster5,0.728306293488,bright,0.658015549183,atonal,0.592841565609,voice,0.0,0.998259365559,0.587289452553,0,0.0,0,0.621278643608,0,0.562500596046,0.0,0.0,0.757281899452,0.0,0.559693396091,0.0,0.565866291523,0.728306293488,0.0,0.0,0.658015549183,0.592841565609,0.0,0.657477319241,0.0,0.3981038702894002,0.22322219777954047,0.0,0.12518703199225586,0.0,0.0,0.0,0.25348689993880347,0.0,0.0,0.0,0.0,0.0,0.0
Beyoncé,Irreplaceable,a16d4381-1e38-466b-a969-a666c784aadd,0.999925017357,danceable,0.936553537846,female,0.878554344177,electronic,0.507289886475,house,0.456182837486,hip,0.310666948557,jaz,0.990790784359,ChaChaCha,0.986905097961,not_acoustic,0.999980866909,not_aggressive,0.86541646719,electronic,0.518527686596,not_happy,0.59384316206,not_party,0.793763518333,relaxed,0.791636824608,not_sad,0.371428698301,Cluster2,0.771923661232,bright,0.989508271217,atonal,0.858354270458,instrumental,0.0,0.936553537846,0.0,0,0.0,0,0.86541646719,0,0.0,0.518527686596,0.0,0.59384316206,0.793763518333,0.0,0.0,0.791636824608,0.771923661232,0.0,0.0,0.989508271217,0.0,0.858354270458,0.999925017357,0.0,0.40811854233042916,0.0,0.0,0.14431542344042117,0.23565350325720458,0.21191253097194507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beyoncé,Diva,d8758dd9-e162-40c1-a358-d12a9f13e8e3,0.971525371075,danceable,0.731357336044,female,0.98096293211,electronic,0.434444755316,ambient,0.459816634655,hip,0.311586618423,jaz,0.607686460018,ChaChaCha,0.925729990005,not_acoustic,0.782885551453,not_aggressive,0.927996993065,electronic,0.761024355888,not_happy,0.844922363758,party,0.53438359499,not_relaxed,0.821938633919,not_sad,0.287678837776,Cluster5,0.974000871181,dark,0.993558704853,atonal,0.914227545261,instrumental,0.0,0.731357336044,0.0,0,0.0,0,0.927996993065,0,0.0,0.761024355888,0.844922363758,0.0,0.0,0.53438359499,0.0,0.821938633919,0.0,0.974000871181,0.0,0.993558704853,0.0,0.914227545261,0.971525371075,0.0,0.4485815000925114,0.19866589620036948,0.0,0.14248447940871736,0.0,0.2102681242984018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beyoncé,Single Ladies (Put a Ring on It),face6d38-da91-4a6d-9e30-9f23e73bae70,0.99362629652,danceable,0.831139147282,male,0.943903565407,electronic,0.337271541357,dnb,0.694189310074,hip,0.313974827528,jaz,0.980421662331,ChaChaCha,0.999983668327,not_acoustic,0.909238934517,aggressive,0.590201973915,electronic,0.539919316769,not_happy,0.89821177721,party,0.993274986744,not_relaxed,0.96572214365,not_sad,0.591315746307,Cluster5,0.616571247578,dark,0.969083845615,tonal,0.888848662376,instrumental,0.831139147282,0.0,0.0,0,0.909238934517,0,0.590201973915,0,0.0,0.539919316769,0.89821177721,0.0,0.0,0.993274986744,0.0,0.96572214365,0.0,0.616571247578,0.969083845615,0.0,0.0,0.888848662376,0.99362629652,0.0,0.41230392906159297,0.0,0.0,0.13714648377285424,0.0,0.3032269296839167,0.0,0.0,0.0,0.0,0.0,0.14732265748163617,0.0,0.0
Beyoncé,Beautiful Liar,f9e5e997-5464-40dc-b02c-9edad6266b39,0.999566257,danceable,0.997593045235,female,0.754546642303,electronic,0.447447806597,house,0.384222328663,hip,0.302630752325,roc,0.961525201797,ChaChaCha,0.98300755024,not_acoustic,0.999998748302,not_aggressive,0.932866811752,electronic,0.862316846848,not_happy,0.629263758659,not_party,0.63466835022,relaxed,0.806894481182,not_sad,0.31404042244,Cluster5,0.970277011395,bright,0.674193263054,atonal,0.955458939075,instrumental,0.0,0.997593045235,0.0,0,0.0,0,0.932866811752,0,0.0,0.862316846848,0.0,0.629263758659,0.63466835022,0.0,0.0,0.806894481182,0.970277011395,0.0,0.0,0.674193263054,0.0,0.955458939075,0.999566257,0.0,0.399474616327418,0.0,0.0,0.0,0.2368893198190177,0.20341627504777088,0.16021978880579346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beyoncé,Sweet Dreams,aa1f5538-8277-4e5e-b00c-fc51c357aa65,0.880928635597,danceable,0.911379158497,female,0.805220723152,electronic,0.690629601479,ambient,0.743454933167,hip,0.3217048347,jaz,0.615938365459,ChaChaCha,0.979614496231,not_acoustic,0.528510570526,aggressive,0.87083286047,electronic,0.900482654572,not_happy,0.763410627842,party,0.862408816814,relaxed,0.688326239586,not_sad,0.404305577278,Cluster5,0.985386431217,bright,0.943803846836,atonal,0.613188028336,voice,0.0,0.911379158497,0.0,0,0.528510570526,0,0.87083286047,0,0.0,0.900482654572,0.763410627842,0.0,0.862408816814,0.0,0.0,0.688326239586,0.985386431217,0.0,0.0,0.943803846836,0.613188028336,0.0,0.880928635597,0.0,0.3144152869646018,0.26967078478217255,0.0,0.125616386925758,0.0,0.29029754132746766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed Sheeran,Photograph,c9615ccc-531c-4cd3-9db3-c9419b9f60c0,0.577255010605,danceable,0.867262542248,female,0.887374818325,electronic,0.522640526295,ambient,0.874641060829,rhy,0.999999880791,jaz,0.737289190292,ChaChaCha,0.524373054504,acoustic,0.999992728233,not_aggressive,0.531134843826,electronic,0.632579624653,not_happy,0.765262722969,not_party,0.823715150356,relaxed,0.563951611519,sad,0.312647640705,Cluster2,0.614995718002,dark,0.951120376587,atonal,0.956987082958,voice,0.0,0.867262542248,0.524373054504,0,0.0,0,0.531134843826,0,0.0,0.632579624653,0.0,0.765262722969,0.823715150356,0.0,0.563951611519,0.0,0.0,0.614995718002,0.0,0.951120376587,0.956987082958,0.0,0.577255010605,0.0,0.27015758758149777,0.15911574324669303,0.0,0.3044458213117076,0.0,0.0,0.0,0.2662808478601017,0.0,0.0,0.0,0.0,0.0,0.0
Ed Sheeran,I Don't Care,466dab89-f9f5-4ccd-80c1-34cdadb8a9e4,0.960683047771,not_danceable,0.944858491421,male,0.525320529938,folkcountry,0.920561134815,ambient,0.365831196308,rhy,0.313974827528,jaz,0.778765380383,VienneseWaltz,0.977834284306,acoustic,0.999999582767,not_aggressive,0.958495438099,not_electronic,0.975849032402,not_happy,0.984020411968,not_party,0.984640061855,relaxed,0.874769806862,sad,0.575470805168,Cluster3,0.993989944458,bright,0.964346766472,tonal,0.85457521677,voice,0.944858491421,0.0,0.977834284306,0,0.0,0,0.0,0,0.0,0.975849032402,0.0,0.984020411968,0.984640061855,0.0,0.874769806862,0.0,0.993989944458,0.0,0.964346766472,0.0,0.85457521677,0.0,0.0,0.960683047771,0.0,0.43306509218485184,0.0,0.14770505997351466,0.0,0.0,0.0,0.17210016234832376,0.0,0.0,0.2471296854933097,0.0,0.0,0.0
Rihanna,We Found Love,46febbd8-c43b-4d5a-8165-f7b18479e7de,0.99997651577,danceable,0.956148147583,female,0.981141924858,electronic,0.648975014687,trance,0.547841310501,pop,0.313974827528,jaz,0.366003364325,ChaChaCha,0.995908379555,not_acoustic,1.0,not_aggressive,0.547292470932,not_electronic,0.778048217297,not_happy,0.997120141983,not_party,0.808364629745,relaxed,0.740669906139,not_sad,0.263993740082,Cluster5,0.629874289036,bright,0.920515477657,atonal,0.870180428028,voice,0.0,0.956148147583,0.0,0,0.0,0,0.0,0,0.0,0.778048217297,0.0,0.997120141983,0.808364629745,0.0,0.0,0.740669906139,0.629874289036,0.0,0.0,0.920515477657,0.870180428028,0.0,0.99997651577,0.0,0.3937272367736224,0.0,0.21984591618100202,0.1259964925838488,0.0,0.0,0.0,0.0,0.26043035446152674,0.0,0.0,0.0,0.0,0.0
Rihanna,Love On The Brain,46d04de6-19aa-488b-a009-cb3f291edd6a,0.906677424908,danceable,0.999949216843,female,0.995759308338,electronic,0.607205092907,trance,0.633937060833,pop,0.313974827528,jaz,0.520247101784,VienneseWaltz,0.625616490841,acoustic,0.999988675117,not_aggressive,0.799101889133,not_electronic,0.745670557022,happy,0.794041693211,not_party,0.922920644283,not_relaxed,0.632587254047,not_sad,0.289470851421,Cluster3,0.955914318562,bright,0.854503810406,tonal,0.597112298012,voice,0.0,0.999949216843,0.625616490841,0,0.0,0,0.0,0,0.745670557022,0.0,0.0,0.794041693211,0.0,0.922920644283,0.0,0.632587254047,0.955914318562,0.0,0.854503810406,0.0,0.597112298012,0.0,0.906677424908,0.0,0.3903597020347081,0.0,0.24851736770461566,0.12308508601822298,0.0,0.0,0.0,0.0,0.2380378442424532,0.0,0.0,0.0,0.0,0.0
Rihanna,S&M,456591d3-805c-4ea2-bc49-c30568c548c8,0.999997377396,danceable,0.608855605125,female,0.995030581951,electronic,0.930254340172,trance,0.790704250336,dan,0.310666948557,jaz,0.988986611366,ChaChaCha,0.999999761581,not_acoustic,0.726270794868,not_aggressive,0.951424658298,electronic,0.700560927391,not_happy,0.896038651466,party,0.576099514961,relaxed,0.774022579193,not_sad,0.677132368088,Cluster5,0.716121196747,dark,0.911447227001,atonal,0.964531183243,instrumental,0.0,0.608855605125,0.0,0,0.0,0,0.951424658298,0,0.0,0.700560927391,0.896038651466,0.0,0.576099514961,0.0,0.0,0.774022579193,0.0,0.716121196747,0.0,0.911447227001,0.0,0.964531183243,0.999997377396,0.0,0.3287557430267249,0.0,0.0,0.10264362257735249,0.0,0.0,0.0,0.0,0.3073538264597197,0.261246807936203,0.0,0.0,0.0,0.0
Rihanna,Stay,77617256-c2ce-46b5-b8e5-9ff7894a5397,0.982717752457,not_danceable,0.988676249981,female,0.904590725899,electronic,0.951304972172,ambient,0.424251139164,pop,0.308918893337,jaz,0.311946421862,VienneseWaltz,0.964264571667,acoustic,0.999996423721,not_aggressive,0.584045231342,not_electronic,0.817902266979,not_happy,0.992329478264,not_party,0.970650970936,relaxed,0.933352708817,sad,0.613676309586,Cluster3,0.843491077423,bright,0.835316061974,tonal,0.541405498981,voice,0.0,0.988676249981,0.964264571667,0,0.0,0,0.0,0,0.0,0.817902266979,0.0,0.992329478264,0.970650970936,0.0,0.933352708817,0.0,0.843491077423,0.0,0.835316061974,0.0,0.541405498981,0.0,0.0,0.982717752457,0.34938886070657993,0.36743175769501574,0.1638626374581346,0.1193167441402698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendrick Lamar,"All The Stars (with SZA) - From ""Black Panther: The Album""",76d73a59-cebc-4c21-aec6-acf093502423,0.618086159229,not_danceable,0.567877531052,female,0.266474932432,electronic,0.855683684349,ambient,0.685095131397,rhy,0.310666948557,jaz,0.405544877052,Tango,0.518933951855,acoustic,0.969907283783,not_aggressive,0.816862642765,electronic,0.883542716503,not_happy,0.777083098888,not_party,0.936810970306,relaxed,0.519299268723,sad,0.353303492069,Cluster2,0.93965870142,dark,0.566128611565,atonal,0.952516198158,voice,0.0,0.567877531052,0.518933951855,0,0.0,0,0.816862642765,0,0.0,0.883542716503,0.0,0.777083098888,0.936810970306,0.0,0.519299268723,0.0,0.0,0.93965870142,0.0,0.566128611565,0.952516198158,0.0,0.0,0.618086159229,0.12581912667589462,0.4040206442423115,0.0,0.1466848825057171,0.0,0.0,0.0,0.3234753465760767,0.0,0.0,0.0,0.0,0.0,0.0
